dataset_name,image_id,filename,source_path,patient_id,study_id,series_id,modality,slice_index,image_width,image_height,mode,channels,spacing,slice_thickness,scanner,windowing,preprocessing_status,label,label_kind,split,sha256,notes
ldctiqa,0027,0027.png,data/raw/ldctiqa/LDCTiqa_png/0027.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,2.2,subjective_mos_0_4,,e77afc8e84bf4246fd0fe1d1c6e0041f77e4123663fd54ade36cffcce0b955bc,RGB with three identical channels (grayscale replicated)
ldctiqa,0028,0028.png,data/raw/ldctiqa/LDCTiqa_png/0028.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,2.2,subjective_mos_0_4,,d3e001777a5f2f920245f2a8973d2effcf71921fb970cd325f343d29b706300d,RGB with three identical channels (grayscale replicated)
ldctiqa,0029,0029.png,data/raw/ldctiqa/LDCTiqa_png/0029.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,0.4,subjective_mos_0_4,,1f18e6cd8275d098e2f9e81e71e692b0defde624bde1b3fe573c30f0dcdd7774,RGB with three identical channels (grayscale replicated)
ldctiqa,0030,0030.png,data/raw/ldctiqa/LDCTiqa_png/0030.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,3.2,subjective_mos_0_4,,56e5ad46250e5fdb61b17d668410a87e686780a117d45f49da3206e656599041,RGB with three identical channels (grayscale replicated)
ldctiqa,0031,0031.png,data/raw/ldctiqa/LDCTiqa_png/0031.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.8,subjective_mos_0_4,,80a1760c7aa47aef755681bdccb1b81d0e30a6af7d182e22667284f1295c83d7,RGB with three identical channels (grayscale replicated)
ldctiqa,0032,0032.png,data/raw/ldctiqa/LDCTiqa_png/0032.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.8,subjective_mos_0_4,,36cc328280f0735685ee0b8560f8bb23773437eaa10ef61dfa266312374a8650,RGB with three identical channels (grayscale replicated)
ldctiqa,0033,0033.png,data/raw/ldctiqa/LDCTiqa_png/0033.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,0.8,subjective_mos_0_4,,7d080bf59070447da95ee1059753d679ad207e4d794e97426047de228e27d7b5,RGB with three identical channels (grayscale replicated)
ldctiqa,0034,0034.png,data/raw/ldctiqa/LDCTiqa_png/0034.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.6,subjective_mos_0_4,,0f8d73e5b96c7d8ad9afee3640a13eecc3a7f2d37e89d8a2c892c568c285c0f5,RGB with three identical channels (grayscale replicated)
ldctiqa,0035,0035.png,data/raw/ldctiqa/LDCTiqa_png/0035.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.4,subjective_mos_0_4,,8ebb06d24b1e244c26669c7e2f1832a82187b1e380c8b7f67afa21f3a274dd87,RGB with three identical channels (grayscale replicated)
ldctiqa,0036,0036.png,data/raw/ldctiqa/LDCTiqa_png/0036.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.0,subjective_mos_0_4,,ba0b8d3ebee444468fd8acfb0a7b6d6c5e606201e2f3e288f320d801eb35ff14,RGB with three identical channels (grayscale replicated)
ldctiqa,0037,0037.png,data/raw/ldctiqa/LDCTiqa_png/0037.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,4.0,subjective_mos_0_4,,aacef7788d755bb0be647b3f043c7106991d56081aff098669423441386d6280,RGB with three identical channels (grayscale replicated)
ldctiqa,0038,0038.png,data/raw/ldctiqa/LDCTiqa_png/0038.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.0,subjective_mos_0_4,,e4f7c850c7ebe6ac51ba4c437878b2e3a95fa95932a5bb6947275da4540b5741,RGB with three identical channels (grayscale replicated)
ldctiqa,0039,0039.png,data/raw/ldctiqa/LDCTiqa_png/0039.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.8,subjective_mos_0_4,,1979ccb17726a1db2fe71633f2b09f8c7e01a111da2621b32de28ecc87d17ba3,RGB with three identical channels (grayscale replicated)
ldctiqa,0040,0040.png,data/raw/ldctiqa/LDCTiqa_png/0040.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.6,subjective_mos_0_4,,fd93d2dd30b5c74e037def12e6f9c72f01075adfe1daed3aa1423cbcb2244bd6,RGB with three identical channels (grayscale replicated)
ldctiqa,0041,0041.png,data/raw/ldctiqa/LDCTiqa_png/0041.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,2.8,subjective_mos_0_4,,793fdf4ac40b2bd229fa12870febc82c3fb3c4e64a25b2d66db7924a5cc91068,RGB with three identical channels (grayscale replicated)
ldctiqa,0042,0042.png,data/raw/ldctiqa/LDCTiqa_png/0042.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,3.2,subjective_mos_0_4,,0ce230a7c604185661ba5ff857daec68dc654803cc07662a0e5aa55a41a58ac9,RGB with three identical channels (grayscale replicated)
ldctiqa,0043,0043.png,data/raw/ldctiqa/LDCTiqa_png/0043.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,3.4,subjective_mos_0_4,,79def0bfb7f40bde49c9b1dd423708b5122a28f6581c548d27a5c6f9e08987f0,RGB with three identical channels (grayscale replicated)
ldctiqa,0044,0044.png,data/raw/ldctiqa/LDCTiqa_png/0044.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.8,subjective_mos_0_4,,c789386960a99142989892548bc48f6026a6a8379400746e4cd27478744004c8,RGB with three identical channels (grayscale replicated)
ldctiqa,0045,0045.png,data/raw/ldctiqa/LDCTiqa_png/0045.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.4,subjective_mos_0_4,,0928bceb7076d71fd9109779d4afafd2ac2124ba07cc3d2d5f7724ef68393fc1,RGB with three identical channels (grayscale replicated)
ldctiqa,0046,0046.png,data/raw/ldctiqa/LDCTiqa_png/0046.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,0.6,subjective_mos_0_4,,98320a789dcce24becab1cd898fa2dda7468c54104add13984b605523b858b25,RGB with three identical channels (grayscale replicated)
ldctiqa,0047,0047.png,data/raw/ldctiqa/LDCTiqa_png/0047.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.4,subjective_mos_0_4,,09d3a53005c4a6a60ffd480067d9bdf87e8ee2e1b3156113878d3fa931770d30,RGB with three identical channels (grayscale replicated)
ldctiqa,0048,0048.png,data/raw/ldctiqa/LDCTiqa_png/0048.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,2.4,subjective_mos_0_4,,2e30c68a063da49b302486b7caf99fca1679f0ec9d5c298dbc0f77d37d70d42f,RGB with three identical channels (grayscale replicated)
ldctiqa,0049,0049.png,data/raw/ldctiqa/LDCTiqa_png/0049.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,2.8,subjective_mos_0_4,,0dce9ec1bd80b2a7c5ca198d5c40a2207b448482def19605d44540d4c845fc93,RGB with three identical channels (grayscale replicated)
ldctiqa,0050,0050.png,data/raw/ldctiqa/LDCTiqa_png/0050.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.8,subjective_mos_0_4,,7f1708f66be9fa0a6b6093c111c50930b4ea96e72f8a599c2810612674e5e0b5,RGB with three identical channels (grayscale replicated)
ldctiqa,0051,0051.png,data/raw/ldctiqa/LDCTiqa_png/0051.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,2.6,subjective_mos_0_4,,3e98df87184f309ce118ce659b793f64deb758b8fdb0915cb9beb1eb6b20a3c7,RGB with three identical channels (grayscale replicated)
ldctiqa,0052,0052.png,data/raw/ldctiqa/LDCTiqa_png/0052.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,2.4,subjective_mos_0_4,,2630f01d848ff14df1904046b090e2c27b2438888561ef8efe0be3c19efe1cbb,RGB with three identical channels (grayscale replicated)
ldctiqa,0053,0053.png,data/raw/ldctiqa/LDCTiqa_png/0053.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,3.2,subjective_mos_0_4,,706720eca2986322e701843d287c7928b4b77480e485eb0063916a92e05bce0d,RGB with three identical channels (grayscale replicated)
ldctiqa,0054,0054.png,data/raw/ldctiqa/LDCTiqa_png/0054.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.6,subjective_mos_0_4,,2a622661ca620e19b6e5b3e0f543c27359f08a30a1cbfdf27174b27bba299505,RGB with three identical channels (grayscale replicated)
ldctiqa,0055,0055.png,data/raw/ldctiqa/LDCTiqa_png/0055.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,3.2,subjective_mos_0_4,,a2a0424a21426486ff3bc61b0a10bfba7889cd84dd2af1bccf035f79d4a2f9b5,RGB with three identical channels (grayscale replicated)
ldctiqa,0056,0056.png,data/raw/ldctiqa/LDCTiqa_png/0056.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,2.2,subjective_mos_0_4,,f40d7b24449584add6d0dcc9c3711254d3017f54323b308b0c74c2364f91eed9,RGB with three identical channels (grayscale replicated)
ldctiqa,0057,0057.png,data/raw/ldctiqa/LDCTiqa_png/0057.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.4,subjective_mos_0_4,,fd8576eb0eb4dd420136080d23f158512df3eef4816476678367babfbd800ffe,RGB with three identical channels (grayscale replicated)
ldctiqa,0058,0058.png,data/raw/ldctiqa/LDCTiqa_png/0058.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.4,subjective_mos_0_4,,aecf9ddfe43bc73d422da8b47e200abf3f26ab3bb4b69b02e0d972810ea79047,RGB with three identical channels (grayscale replicated)
ldctiqa,0059,0059.png,data/raw/ldctiqa/LDCTiqa_png/0059.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,3.4,subjective_mos_0_4,,8a2719bf04a3d802c4552c6962a6eb15fcea265cf37e0d5235972a88646b40f3,RGB with three identical channels (grayscale replicated)
ldctiqa,0060,0060.png,data/raw/ldctiqa/LDCTiqa_png/0060.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,2.0,subjective_mos_0_4,,b8255cde072048a8ef5892f9d59b3922b64b560e5a6ea269f0bf23ea78177bd9,RGB with three identical channels (grayscale replicated)
ldctiqa,0061,0061.png,data/raw/ldctiqa/LDCTiqa_png/0061.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,0.6,subjective_mos_0_4,,a62d1f14372e203ee6f7121fbeaa11df4d3e1fd3194b0690a4604825c60331fb,RGB with three identical channels (grayscale replicated)
ldctiqa,0062,0062.png,data/raw/ldctiqa/LDCTiqa_png/0062.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.2,subjective_mos_0_4,,56ba37d28c47974b69bbcd619bc3be6b4f7e5b081f3237618e538801e1a91226,RGB with three identical channels (grayscale replicated)
ldctiqa,0063,0063.png,data/raw/ldctiqa/LDCTiqa_png/0063.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.8,subjective_mos_0_4,,a65e91a8340ef39e90befc7385462ffb6449cec1a894a08fcc6d9d823b5ca222,RGB with three identical channels (grayscale replicated)
ldctiqa,0064,0064.png,data/raw/ldctiqa/LDCTiqa_png/0064.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,2.6,subjective_mos_0_4,,2d886f6214622ac16d1707bf02042134d7f083e2eb0fb39d4c1e802aeff85fe1,RGB with three identical channels (grayscale replicated)
ldctiqa,0065,0065.png,data/raw/ldctiqa/LDCTiqa_png/0065.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,3.0,subjective_mos_0_4,,e93c52d56dba6eac1283edf5d5a5f44a548e13a96e8c21dd0595098a22be6624,RGB with three identical channels (grayscale replicated)
ldctiqa,0066,0066.png,data/raw/ldctiqa/LDCTiqa_png/0066.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,2.0,subjective_mos_0_4,,f5e617c66bbecf4f6cd0b38d9f63863d2ad3494bfc383c38ff089d8d96edb27a,RGB with three identical channels (grayscale replicated)
ldctiqa,0067,0067.png,data/raw/ldctiqa/LDCTiqa_png/0067.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,0.8,subjective_mos_0_4,,5de70c48e90b261f42a2db0aadd5e660e8af836ed6c7073ed79f12bfc9299d4b,RGB with three identical channels (grayscale replicated)
ldctiqa,0068,0068.png,data/raw/ldctiqa/LDCTiqa_png/0068.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,2.4,subjective_mos_0_4,,6a01e52d34f9c976c56bf05ad1e744b0adab1d5e15c9af7b8e9945ea58c5ead8,RGB with three identical channels (grayscale replicated)
ldctiqa,0069,0069.png,data/raw/ldctiqa/LDCTiqa_png/0069.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,2.6,subjective_mos_0_4,,1ee43bc981668f87c2d46f6d7c2593348423c59aa3ae14c2bc2ba966766df30a,RGB with three identical channels (grayscale replicated)
ldctiqa,0070,0070.png,data/raw/ldctiqa/LDCTiqa_png/0070.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,3.8,subjective_mos_0_4,,6f8ce4bb57a7965d3eb21429ac45e0e0b25a840dd8aca8805bb28abb8167cff2,RGB with three identical channels (grayscale replicated)
ldctiqa,0071,0071.png,data/raw/ldctiqa/LDCTiqa_png/0071.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.4,subjective_mos_0_4,,0c55dd2c612261c9ab522c4ac40f6680d4d278d3157a990248529cf896f34b5f,RGB with three identical channels (grayscale replicated)
ldctiqa,0072,0072.png,data/raw/ldctiqa/LDCTiqa_png/0072.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,2.6,subjective_mos_0_4,,fc01be5184b065d6a4f39239372d75729f8194f7b707672beaad725fbe203eeb,RGB with three identical channels (grayscale replicated)
ldctiqa,0073,0073.png,data/raw/ldctiqa/LDCTiqa_png/0073.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,0.4,subjective_mos_0_4,,8a701dcfc67ca8570c60f56fe21da9b2217ada7ead65508e51605f8f00ff6289,RGB with three identical channels (grayscale replicated)
ldctiqa,0074,0074.png,data/raw/ldctiqa/LDCTiqa_png/0074.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.4,subjective_mos_0_4,,70a9d3db2d8e6cd4d3d45c2bc91b06f7edb71b37e6184f57e6c0c33225a89692,RGB with three identical channels (grayscale replicated)
ldctiqa,0075,0075.png,data/raw/ldctiqa/LDCTiqa_png/0075.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,0.0,subjective_mos_0_4,,86cbcc1d1060cdbf79958d73b6cbda52bd10da15d166c98b3770e1e64bdbab7b,RGB with three identical channels (grayscale replicated)
ldctiqa,0076,0076.png,data/raw/ldctiqa/LDCTiqa_png/0076.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,2.6,subjective_mos_0_4,,f00432e8a1036884789f1adbe8b5c8d6cc526b6c53fc6027170400e71bd6300d,RGB with three identical channels (grayscale replicated)
ldctiqa,0077,0077.png,data/raw/ldctiqa/LDCTiqa_png/0077.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,2.4,subjective_mos_0_4,,d4cacbccc2e893e0d0445e3105518981a27b9fe2198f0a659c140f55ecd9f9c5,RGB with three identical channels (grayscale replicated)
ldctiqa,0078,0078.png,data/raw/ldctiqa/LDCTiqa_png/0078.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,3.0,subjective_mos_0_4,,e74eb108afe20564a6cba696d241b728caa232481280d9773935650b0688fc03,RGB with three identical channels (grayscale replicated)
ldctiqa,0079,0079.png,data/raw/ldctiqa/LDCTiqa_png/0079.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.2,subjective_mos_0_4,,28e87bd6b2692844e15b90f4dfdbd79b883cd8ecba5b26147fc4ede67c39c90d,RGB with three identical channels (grayscale replicated)
ldctiqa,0080,0080.png,data/raw/ldctiqa/LDCTiqa_png/0080.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,0.4,subjective_mos_0_4,,69777e928c1b2f06862f8ff07fc18c2fbd52d3f4126bfb49746537858b8d6fbb,RGB with three identical channels (grayscale replicated)
ldctiqa,0081,0081.png,data/raw/ldctiqa/LDCTiqa_png/0081.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,0.2,subjective_mos_0_4,,8bdec7bd2833314632464c26fcae435009734355e3cd278a092f2edcef4d91d1,RGB with three identical channels (grayscale replicated)
ldctiqa,0082,0082.png,data/raw/ldctiqa/LDCTiqa_png/0082.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,3.6,subjective_mos_0_4,,10a2ecf7484919a33f3184a61287bdb3c28433e99315fc1ccdc5a868e0479606,RGB with three identical channels (grayscale replicated)
ldctiqa,0083,0083.png,data/raw/ldctiqa/LDCTiqa_png/0083.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.4,subjective_mos_0_4,,1dba640c5990ac5f7bebfbde27b19c8eba3ebd54d35f92503b3a46e914386657,RGB with three identical channels (grayscale replicated)
ldctiqa,0084,0084.png,data/raw/ldctiqa/LDCTiqa_png/0084.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,2.4,subjective_mos_0_4,,d8f00265b3596eb7d163d423a3cd88e04c447a0fb135eaba4f1e7c2b51f4d43b,RGB with three identical channels (grayscale replicated)
ldctiqa,0085,0085.png,data/raw/ldctiqa/LDCTiqa_png/0085.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,3.6,subjective_mos_0_4,,3e1ee556f87e4838dcb0f9e9ec318acd86b85a7233f66720a28a7467124ef527,RGB with three identical channels (grayscale replicated)
ldctiqa,0086,0086.png,data/raw/ldctiqa/LDCTiqa_png/0086.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,3.0,subjective_mos_0_4,,8638020e01182282a245f0be4f0bc90d42c9a2cd3b2a2c88c662ba7facfbc8bc,RGB with three identical channels (grayscale replicated)
ldctiqa,0087,0087.png,data/raw/ldctiqa/LDCTiqa_png/0087.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,3.0,subjective_mos_0_4,,faf71fbecfc1f73e509470135fccf61f8abd58a6591cea0a16c8c1d93cfc547d,RGB with three identical channels (grayscale replicated)
ldctiqa,0088,0088.png,data/raw/ldctiqa/LDCTiqa_png/0088.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,2.8,subjective_mos_0_4,,b31479a80fafa557141209ba413b8c7047735832f7d7fae3a87190ef0dbba35f,RGB with three identical channels (grayscale replicated)
ldctiqa,0089,0089.png,data/raw/ldctiqa/LDCTiqa_png/0089.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,3.0,subjective_mos_0_4,,b9d6e6394d863575873921fff433362fc3fcc67205060624693b827706f50322,RGB with three identical channels (grayscale replicated)
ldctiqa,0090,0090.png,data/raw/ldctiqa/LDCTiqa_png/0090.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.2,subjective_mos_0_4,,1496f250d5c5ba65d64eb2b149f3534557d519522f3ca094ae78df50d0dcdc9d,RGB with three identical channels (grayscale replicated)
ldctiqa,0091,0091.png,data/raw/ldctiqa/LDCTiqa_png/0091.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,3.6,subjective_mos_0_4,,96417a5c8bd7f2321c12e6c12733c13b162f885ad3ef57ce9c1fd15eb3b8e927,RGB with three identical channels (grayscale replicated)
ldctiqa,0092,0092.png,data/raw/ldctiqa/LDCTiqa_png/0092.png,,,,CT,,512,512,RGB,3,,,,350/40,raw,1.4,subjective_mos_0_4,,be480d42ca753e9cdcfde1dbc360ec60028f6ad9ce1ba2b07239fce5242de486,RGB with three identical channels (grayscale replicated)
